unit,stem,current_label,suggested_category,confidence,method,step_signature,filename_probes,review_status,verified_label
PNE02,Sample_260226_set05_GS73_LGC8(5L(O))_S40std_cyc_├¿╣÷╣╠┐¼╡┐.sch,unknown,unknown,0.0,none,T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-CC_DCHG-T0003-CC_CHG-T0003-CC_CHG-T0003-CC_DCHG-T0003-LOOP-T0007-CC_DCHG-T0003-CC_DCHG-T0003-CC_CHG-T0003-CC_CHG-T0003-CC_DCHG-T0003-LOOP-T0007-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-END,,auto,
PNE02,Sample_260226_set06_GS73_SJ900A_260113lot_S40fine_cyc_├¿╣÷╣╠┐¼╡┐.sch,unknown,unknown,0.0,none,T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-CC_DCHG-T0003-CC_CHG-T0003-CC_CHG-T0003-CC_DCHG-T0003-LOOP-T0007-CC_DCHG-T0003-CC_DCHG-T0003-CC_CHG-T0003-CC_CHG-T0003-CC_DCHG-T0003-LOOP-T0007-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-END,,auto,
PNE02,Sample_260707_set01_GS64_wet_SJ1300A_C1_cyc_├¿╣÷╣╠┐¼╡┐_B.sch,unknown,unknown,0.0,none,T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-CC_DCHG-T0003-CC_CHG-T0003-CC_CHG-T0003-CC_DCHG-T0003-LOOP-T0007-CC_DCHG-T0003-CC_DCHG-T0003-CC_CHG-T0003-CC_CHG-T0003-CC_DCHG-T0003-LOOP-T0007-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-END,,auto,
PNE02,Sample_260707_set03_GS64_wet_SC1300Q_C-coated_C1_1.5MPa_cyc_├¿╣÷╣╠┐¼╡┐_B.sch,unknown,unknown,0.0,none,T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-CC_DCHG-T0003-CC_CHG-T0003-CC_CHG-T0003-CC_DCHG-T0003-LOOP-T0007-CC_DCHG-T0003-CC_DCHG-T0003-CC_CHG-T0003-CC_CHG-T0003-CC_DCHG-T0003-LOOP-T0007-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-END,,auto,
PNE02,Sample_260707_set04_GS64_wet_SC1300Q_C-coated_C1_10MPa_cyc_├¿╣÷╣╠┐¼╡┐_B.sch,unknown,unknown,0.0,none,T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-CC_DCHG-T0003-CC_CHG-T0003-CC_CHG-T0003-CC_DCHG-T0003-LOOP-T0007-CC_DCHG-T0003-CC_DCHG-T0003-CC_CHG-T0003-CC_CHG-T0003-CC_DCHG-T0003-LOOP-T0007-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-END,,auto,
PNE02,Sample_260707_set05_GS64_wet_SC1300Q_Si-coated_C1_1.5MPa_cyc_├¿╣÷╣╠┐¼╡┐_B.sch,unknown,unknown,0.0,none,T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-CC_DCHG-T0003-CC_CHG-T0003-CC_CHG-T0003-CC_DCHG-T0003-LOOP-T0007-CC_DCHG-T0003-CC_DCHG-T0003-CC_CHG-T0003-CC_CHG-T0003-CC_DCHG-T0003-LOOP-T0007-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-END,,auto,
PNE02,Sample_260707_set06_GS64_wet_SC1300Q_Si-coated_C1_10MPa_cyc_├¿╣÷╣╠┐¼╡┐_B.sch,unknown,unknown,0.0,none,T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-CC_DCHG-T0003-CC_CHG-T0003-CC_CHG-T0003-CC_DCHG-T0003-LOOP-T0007-CC_DCHG-T0003-CC_DCHG-T0003-CC_CHG-T0003-CC_CHG-T0003-CC_DCHG-T0003-LOOP-T0007-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-END,,auto,
PNE02,Sample_260707_set07_GS64_wet_SJ1300A_TY1=7_3_cyc_├¿╣÷╣╠┐¼╡┐_B.sch,unknown,unknown,0.0,none,T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-CC_DCHG-T0003-CC_CHG-T0003-CC_CHG-T0003-CC_DCHG-T0003-LOOP-T0007-CC_DCHG-T0003-CC_DCHG-T0003-CC_CHG-T0003-CC_CHG-T0003-CC_DCHG-T0003-LOOP-T0007-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-END,,auto,
PNE02,Sample_260806_Set 06_├¿╣÷╣╠┐¼╡┐.sch,unknown,unknown,0.0,none,T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-CC_DCHG-T0003-CC_CHG-T0003-CC_CHG-T0003-CC_DCHG-T0003-LOOP-T0007-CC_DCHG-T0003-CC_DCHG-T0003-CC_CHG-T0003-CC_CHG-T0003-CC_DCHG-T0003-LOOP-T0007-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-END,,auto,
PNE02,Sample_260806_Set 07_├¿╣÷╣╠┐¼╡┐.sch,unknown,unknown,0.0,none,T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-CC_DCHG-T0003-CC_CHG-T0003-CC_CHG-T0003-CC_DCHG-T0003-LOOP-T0007-CC_DCHG-T0003-CC_DCHG-T0003-CC_CHG-T0003-CC_CHG-T0003-CC_DCHG-T0003-LOOP-T0007-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-END,,auto,
PNE02,Sample_260827_set11_├¿╣÷╣╠┐¼╡┐.sch,unknown,unknown,0.0,none,T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-CC_DCHG-T0003-CC_CHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-CC_DCHG-T0003-CC_CHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-CC_DCHG-T0003-CC_CHG-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-END,,auto,
PNE02,Sample_260827_set12_├¿╣÷╣╠┐¼╡┐.sch,unknown,unknown,0.0,none,T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-CC_DCHG-T0003-CC_CHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-CC_DCHG-T0003-CC_CHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-CC_DCHG-T0003-CC_CHG-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-END,,auto,
PNE02,Sample_set1314_├¿╣÷╣╠┐¼╡┐.sch,unknown,unknown,0.4762,binary_signature,T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-LOOP-T0007-CC_DCHG-T0003-LOOP-T0007-CC_DCHG-T0003-CC_CHG-T0003-LOOP-T0007-CC_DCHG-T0003-LOOP-T0007-CC_DCHG-T0003-CC_CHG-T0003-LOOP-T0007-CC_DCHG-T0003-LOOP-T0007-CC_DCHG-T0003-CC_CHG-T0003-LOOP-T0007-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-END,,auto,
PNE02,Sample_set1322_├¿╣÷╣╠┐¼╡┐.sch,unknown,unknown,0.4762,binary_signature,T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-LOOP-T0007-CC_DCHG-T0003-LOOP-T0007-CC_DCHG-T0003-CC_CHG-T0003-LOOP-T0007-CC_DCHG-T0003-LOOP-T0007-CC_DCHG-T0003-CC_CHG-T0003-LOOP-T0007-CC_DCHG-T0003-LOOP-T0007-CC_DCHG-T0003-CC_CHG-T0003-LOOP-T0007-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-END,,auto,
PNE02,Sample_set1323_├¿╣÷╣╠┐¼╡┐.sch,unknown,unknown,0.4762,binary_signature,T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-LOOP-T0007-CC_DCHG-T0003-LOOP-T0007-CC_DCHG-T0003-CC_CHG-T0003-LOOP-T0007-CC_DCHG-T0003-LOOP-T0007-CC_DCHG-T0003-CC_CHG-T0003-LOOP-T0007-CC_DCHG-T0003-LOOP-T0007-CC_DCHG-T0003-CC_CHG-T0003-LOOP-T0007-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-END,,auto,
PNE02,set0_45╡╡ └·╟╫.sch,unknown,unknown,0.0,none,T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-CC_DCHG-T0003-CCCV-T0003-LOOP-T0007-CC_DCHG-T0003-CC_DCHG-T0003-CCCV-T0003-LOOP-T0007-CC_DCHG-T0003-CC_DCHG-T0003-CC_DCHG-T0003-LOOP-END,,auto,
PNE02,set2_45╡╡ └·╟╫.sch,unknown,unknown,0.0,none,T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-CC_DCHG-T0003-CCCV-T0003-LOOP-T0007-CC_DCHG-T0003-CC_DCHG-T0003-CCCV-T0003-LOOP-T0007-CC_DCHG-T0003-CC_DCHG-T0003-CC_DCHG-T0003-LOOP-END,,auto,
PNE02,set3_45╡╡ └·╟╫.sch,unknown,unknown,0.0,none,T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-CC_DCHG-T0003-CCCV-T0003-LOOP-T0007-CC_DCHG-T0003-CC_DCHG-T0003-CCCV-T0003-LOOP-T0007-CC_DCHG-T0003-CC_DCHG-T0003-CC_DCHG-T0003-LOOP-END,,auto,
PNE02,set4_45╡╡ └·╟╫.sch,unknown,unknown,0.0,none,T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-CC_DCHG-T0003-CCCV-T0003-LOOP-T0007-CC_DCHG-T0003-CC_DCHG-T0003-CCCV-T0003-LOOP-T0007-CC_DCHG-T0003-CC_DCHG-T0003-CC_DCHG-T0003-LOOP-END,,auto,
PNE02,set5_45╡╡ └·╟╫.sch,unknown,unknown,0.0,none,T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-CC_DCHG-T0003-CCCV-T0003-LOOP-T0007-CC_DCHG-T0003-CC_DCHG-T0003-CCCV-T0003-LOOP-T0007-CC_DCHG-T0003-CC_DCHG-T0003-CC_DCHG-T0003-LOOP-END,,auto,
PNE02,test cc ch01-ch12 0.5mA.sch,unknown,unknown,0.0,none,CC_DCHG-T0003-CCCV-LOOP-END,,auto,
PNE02,test cc ch01-ch12.sch,unknown,unknown,0.0,none,CC_DCHG-T0003-CCCV-LOOP-END,,auto,
PNE02,test cc ch01-ch14 0.5mA.sch,unknown,unknown,0.0,none,CC_DCHG-T0003-CCCV-LOOP-END,,auto,
PNE02,test cc ch01-ch14.sch,unknown,unknown,0.0,none,CC_DCHG-T0003-CCCV-LOOP-END,,auto,
PNE02,test cc ch13-ch24 0.5mA.sch,unknown,unknown,0.0,none,CC_DCHG-T0003-CCCV-LOOP-END,,auto,
PNE02,test cc ch13-ch24 3mA.sch,unknown,unknown,0.0,none,CC_DCHG-T0003-CCCV-LOOP-END,,auto,
PNE02,test cv ch01-ch12.sch,unknown,unknown,0.0,none,T0102-T0003-CCCV-LOOP-END,,auto,
PNE02,test cv ch01-ch14.sch,unknown,unknown,0.0,none,T0102-T0003-CCCV-LOOP-END,,auto,
PNE02,test cv ch13-ch22 (4A).sch,unknown,unknown,0.0,none,T0102-T0003-CCCV-LOOP-END,,auto,
PNE02,test cv ch13-ch22 (4A)_000.sch,unknown,unknown,0.0,none,T0102-T0003-CCCV-LOOP-END,,auto,
PNE02,test cv ch13-ch22 (6A).sch,unknown,unknown,0.0,none,T0102-T0003-CCCV-LOOP-END,,auto,
PNE02,test cv ch13-ch24.sch,unknown,unknown,0.0,none,T0102-T0003-CCCV-LOOP-END,,auto,
PNE02,XPS ║╨╝«┐δ ╚¡╝║╕╕ ┴°╟α1.sch,unknown,formation,0.5094,binary_signature,T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-END,,auto,
PNE02,XPS ║╨╝«┐δ ╚¡╝║╕╕ ┴°╟α2.sch,unknown,formation,0.5094,binary_signature,T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-END,,auto,
PNE02,▒Φ┴ñ╟÷_KJH_45oC_DCPR- 6-points_├¿╣÷╣╠┐¼╡┐.sch,unknown,dcir,0.6667,binary_signature,T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-LOOP-T0007-CC_DCHG-T0003-CCCV-T0003-CC_DCHG-T0003-CCCV-T0003-CC_DCHG-T0003-CCCV-T0003-CC_DCHG-T0003-CCCV-T0003-CC_DCHG-T0003-CCCV-T0003-CC_DCHG-T0003-CCCV-T0003-LOOP-T0007-CC_CHG-T0003-T0102-T0003-CC_CHG-T0003-T0102-T0003-CC_CHG-T0003-T0102-T0003-CC_CHG-T0003-T0102-T0003-CC_CHG-T0003-T0102-T0003-CC_CHG-T0003-T0102-T0003-LOOP-T0007-T0102-T0003-LOOP-T0007-CC_DCHG-T0003-CCCV-T0003-CC_DCHG-T0003-CCCV-T0003-CC_DCHG-T0003-CCCV-T0003-CC_DCHG-T0003-CCCV-T0003-CC_DCHG-T0003-CCCV-T0003-CC_DCHG-T0003-CCCV-T0003-LOOP-T0007-CC_CHG-T0003-T0102-T0003-CC_CHG-T0003-T0102-T0003-CC_CHG-T0003-T0102-T0003-CC_CHG-T0003-T0102-T0003-CC_CHG-T0003-T0102-T0003-CC_CHG-T0003-T0102-T0003-LOOP-T0007-T0102-T0003-LOOP-END,,auto,
PNE02,╣┌╚±┐¼_260701_Set10_GS73_SJ900A_├¿╣÷╣╠┐¼╡┐.sch,unknown,formation,0.5094,binary_signature,T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-END,,auto,
PNE02,╣┌╚±┐¼_260701_Set11_GS73_SJ900A MW_├¿╣÷╣╠┐¼╡┐.sch,unknown,formation,0.5094,binary_signature,T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-END,,auto,
PNE02,╣┌╚±┐¼_260701_Set12_GS73_BLSG1 MW_├¿╣÷╣╠┐¼╡┐.sch,unknown,formation,0.5094,binary_signature,T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-END,,auto,
PNE02,╣┌╚±┐¼_260701_Set13_GS73_BLSG2 MW_├¿╣÷╣╠┐¼╡┐.sch,unknown,formation,0.5094,binary_signature,T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-END,,auto,
PNE02,╣┌╚±┐¼_260701_Set14_GS73_BLSG4 MW_├¿╣÷╣╠┐¼╡┐.sch,unknown,formation,0.5094,binary_signature,T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-END,,auto,
PNE02,║╥╖«╝┐ ╣µ└ⁿ.sch,unknown,discharge,0.5,binary_signature,CC_DCHG-T0003-LOOP-END,,auto,
PNE02,╜└╜─░°┴ñ_╣½└╜▒╪ ref Procedure V1.sch,unknown,unknown,0.4483,binary_signature,T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-LOOP-T0007-CC_DCHG-T0003-CCCV-T0003-LOOP-T0007-T0003-LOOP-T0007-CC_DCHG-T0003-LOOP-T0007-CC_DCHG-T0003-CC_CHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-T0003-LOOP-T0007-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-END,,auto,
PNE02,╛τ▒╪part_3350_RC_182-183.sch,unknown,cycle_life,0.5304,binary_signature,CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-END,,auto,
PNE02,╛τ▒╪part_Monocell 6mAhcm2_├¿╣÷╣╠┐¼╡┐.sch,unknown,cycle_life,0.5304,binary_signature,CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-END,,auto,
PNE02,┐░┴÷╚ú_250226_Ref_L1_4_SOC_test.sch,unknown,unknown,0.0,none,T0003-LOOP-T0007-CC_CHG-T0003-CC_CHG-T0003-CCCV-T0003-LOOP-T0007-CC_DCHG-T0003-LOOP-T0007-CC_CHG-T0003-CC_CHG-T0003-CCCV-T0003-LOOP-T0007-CC_DCHG-T0003-LOOP-T0007-CC_CHG-T0003-CC_CHG-T0003-CCCV-T0003-LOOP-T0007-CC_DCHG-T0003-LOOP-T0007-CC_CHG-T0003-CC_CHG-T0003-CCCV-T0003-LOOP-T0007-CC_DCHG-T0003-LOOP-T0007-CC_CHG-T0003-CC_CHG-T0003-CCCV-T0003-LOOP-T0007-CC_DCHG-T0003-LOOP-T0007-CC_CHG-T0003-CC_CHG-T0003-CCCV-T0003-LOOP-T0007-CC_DCHG-T0003-LOOP-T0007-CC_CHG-T0003-CC_CHG-T0003-CCCV-T0003-LOOP-T0007-CC_DCHG-T0003-LOOP-T0007-CC_CHG-T0003-CC_CHG-T0003-CCCV-T0003-LOOP-T0007-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-END,,auto,
PNE02,└╠┼┬┐δ_┼┬┐δ C-rate ╞─└╧_├¿╣÷╣╠┐¼╡┐.sch,unknown,unknown,0.0,none,T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-LOOP-T0007-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-LOOP-T0007-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-LOOP-T0007-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-LOOP-T0007-CC_DCHG-T0003-LOOP-T0007-CC_DCHG-T0003-LOOP-T0007-CC_DCHG-T0003-LOOP-T0007-CC_CHG-T0003-LOOP-T0007-CC_CHG-T0003-LOOP-T0007-CC_DCHG-T0003-LOOP-T0007-T0003-LOOP-T0007-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-END,,auto,
PNE02,└ⁿ╕«╞¼╚¡_╚¡╝║╕╕ ┴°╟α.sch,unknown,formation,0.5094,binary_signature,T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-END,,auto,
PNE02,├µ╣µ└ⁿ.sch,unknown,unknown,0.0,none,T0003-CC_CHG-T0003-CC_DCHG-T0003-CC_CHG-T0003-CC_DCHG-T0003-CC_CHG-T0003-CC_DCHG-T0003-CC_CHG-T0003-CC_DCHG-T0003-CC_CHG-T0003-CC_DCHG-T0003-LOOP-END,,auto,
PNE02,╚▓╚¡╣░_260211_set01_GS73_SJ900A_cyc_├¿╣÷╣╠┐¼╡┐.sch,unknown,cycle_life,0.5814,binary_signature,T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-LOOP-T0007-CC_DCHG-T0003-LOOP-T0007-CC_DCHG-T0003-CC_CHG-T0003-LOOP-T0007-CC_CHG-T0003-CC_DCHG-T0003-LOOP-T0007-T0003-LOOP-T0007-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-END,,auto,
PNE02,╚▓╚¡╣░_260211_set02_GS73_SJ900A_63um sieve_cyc_├¿╣÷╣╠┐¼╡┐.sch,unknown,cycle_life,0.5814,binary_signature,T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-LOOP-T0007-CC_DCHG-T0003-LOOP-T0007-CC_DCHG-T0003-CC_CHG-T0003-LOOP-T0007-CC_CHG-T0003-CC_DCHG-T0003-LOOP-T0007-T0003-LOOP-T0007-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-END,,auto,
PNE02,╚▓╚¡╣░_260211_set03_GS73_SJ900A_38um sieve_cyc_├¿╣÷╣╠┐¼╡┐.sch,unknown,cycle_life,0.5814,binary_signature,T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-LOOP-T0007-CC_DCHG-T0003-LOOP-T0007-CC_DCHG-T0003-CC_CHG-T0003-LOOP-T0007-CC_CHG-T0003-CC_DCHG-T0003-LOOP-T0007-T0003-LOOP-T0007-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-END,,auto,
PNE02,╚▓╚¡╣░_260211_set04_GS73_SJ900A_20um sieve_cyc_├¿╣÷╣╠┐¼╡┐.sch,unknown,cycle_life,0.5814,binary_signature,T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-LOOP-T0007-CC_DCHG-T0003-LOOP-T0007-CC_DCHG-T0003-CC_CHG-T0003-LOOP-T0007-CC_CHG-T0003-CC_DCHG-T0003-LOOP-T0007-T0003-LOOP-T0007-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-T0007-CCCV-T0003-CC_DCHG-T0003-LOOP-END,,auto,
